업소일련번호,업소명,동명,주소,면적(㎡),전화번호,업종,품목코드,품목,가격(원),점검일자,구명
1.44315E+12,전주식당,중곡동,서울특별시 광진구 동일로68길 14 (중곡동),,02-6368-7001,한식,1.41862E+12,불고기,7000,00:00.0,광진구
1.44315E+12,전주식당,중곡동,서울특별시 광진구 동일로68길 14 (중곡동),,02-6368-7001,한식,1.41862E+12,쇠고기(외식),35000,00:00.0,광진구
1.44315E+12,전주식당,중곡동,서울특별시 광진구 동일로68길 14 (중곡동),,02-6368-7001,한식,1.41862E+12,돼지갈비(외식),9600,00:00.0,광진구
1.41889E+12,현대정육점식당,구의동,서울특별시 광진구 자양로 243-2 (구의동),,02-455-1678,한식,1.41862E+12,쇠고기(외식),43000,00:00.0,광진구
1.41889E+12,현대정육점식당,구의동,서울특별시 광진구 자양로 243-2 (구의동),,02-455-1678,한식,1.41862E+12,돼지갈비(외식),13000,00:00.0,광진구
1.60196E+12,비니밥,자양동,서울특별시 광진구 능동로1길 19 (자양동 한강우성아파트),,070-7543-2450,한식,1.41862E+12,김밥,3000,00:00.0,광진구
1.52877E+12,명동칼국수,구의동,서울특별시 광진구 광나루로56길 85 (구의동 테크노-마트21),,02-3424-2268,한식,1.41862E+12,칼국수,7000,00:00.0,광진구
1.41889E+12,다비다식당,중곡동,서울특별시 광진구 동일로 444 (중곡동),,02-466-1074,한식,1.41862E+12,된장찌개 백반,7000,00:00.0,광진구
1.41889E+12,다비다식당,중곡동,서울특별시 광진구 동일로 444 (중곡동),,02-466-1074,한식,1.41862E+12,삼겹살,12000,00:00.0,광진구
1.41889E+12,다비다식당,중곡동,서울특별시 광진구 동일로 444 (중곡동),,02-466-1074,한식,1.41862E+12,김치찌개 백반,7000,00:00.0,광진구
1.44619E+12,부림정,자양동,서울특별시 광진구 능동로 18 (자양동 이튼타워리버3차),,02-463-5455,한식,1.41862E+12,갈비탕,10000,00:00.0,광진구
1.44619E+12,부림정,자양동,서울특별시 광진구 능동로 18 (자양동 이튼타워리버3차),,02-463-5455,한식,1.41862E+12,된장찌개 백반,6000,00:00.0,광진구
1.44619E+12,부림정,자양동,서울특별시 광진구 능동로 18 (자양동 이튼타워리버3차),,02-463-5455,한식,1.41862E+12,삼겹살,13000,00:00.0,광진구
1.44619E+12,부림정,자양동,서울특별시 광진구 능동로 18 (자양동 이튼타워리버3차),,02-463-5455,한식,1.41862E+12,돼지갈비(외식),14000,00:00.0,광진구
1.45429E+12,오성 닭칼국수,자양동,서울특별시 광진구 뚝섬로32길 9 (자양동),,02-465-0775,한식,1.41862E+12,삼계탕,10000,00:00.0,광진구
1.45429E+12,오성 닭칼국수,자양동,서울특별시 광진구 뚝섬로32길 9 (자양동),,02-465-0775,한식,1.41862E+12,칼국수,6000,00:00.0,광진구
1.6075E+12,이가네칼국수,중곡동,서울특별시 광진구 면목로 109-1 (중곡동),,02-462-2473,한식,1.41862E+12,칼국수,6500,00:00.0,광진구
1.41889E+12,옹기생삼겹살,구의동,서울특별시 광진구 영화사로 97 (구의동),,02-447-3492,한식,1.41862E+12,삼겹살,12000,00:00.0,광진구
1.41889E+12,옹기생삼겹살,구의동,서울특별시 광진구 영화사로 97 (구의동),,02-447-3492,한식,1.41862E+12,김치찌개 백반,6000,00:00.0,광진구
1.41889E+12,옹기생삼겹살,구의동,서울특별시 광진구 영화사로 97 (구의동),,02-447-3492,한식,1.41862E+12,냉면(물),6000,00:00.0,광진구
1.52636E+12,김밥천국,중곡동,서울특별시 광진구 면목로 67-4 (중곡동),,02-4993050,한식,1.41862E+12,조리라면,3000,00:00.0,광진구
1.52636E+12,김밥천국,중곡동,서울특별시 광진구 면목로 67-4 (중곡동),,02-4993050,한식,1.41862E+12,김밥,2000,00:00.0,광진구
1.52877E+12,제주통구이,중곡동,서울특별시 광진구 답십리로 370-1 (중곡동),,02-493-1818,한식,1.41862E+12,불고기,15000,00:00.0,광진구
1.52877E+12,제주통구이,중곡동,서울특별시 광진구 답십리로 370-1 (중곡동),,02-493-1818,한식,1.41862E+12,돼지갈비(외식),11000,00:00.0,광진구
1.41889E+12,낙천정,자양동,서울특별시 광진구 뚝섬로56길 62 (자양동),,02-3436-9992,한식,1.41862E+12,갈비탕,10000,00:00.0,광진구
1.41889E+12,낙천정,자양동,서울특별시 광진구 뚝섬로56길 62 (자양동),,02-3436-9992,한식,1.41862E+12,삼겹살,13000,00:00.0,광진구
1.41889E+12,낙천정,자양동,서울특별시 광진구 뚝섬로56길 62 (자양동),,02-3436-9992,한식,1.41862E+12,냉면(물),6000,00:00.0,광진구
1.41889E+12,유일설렁탕,중곡동,서울특별시 광진구 용마산로 148 (중곡동),,02-452-5860,한식,1.41862E+12,설렁탕,8000,00:00.0,광진구
1.41889E+12,진우식당,자양동,서울특별시 광진구 뚝섬로 476 (자양동) (자양4-2),,02-468-4368,한식,1.41862E+12,된장찌개 백반,5000,00:00.0,광진구
1.41889E+12,진우식당,자양동,서울특별시 광진구 뚝섬로 476 (자양동) (자양4-2),,02-468-4368,한식,1.41862E+12,삼겹살,11000,00:00.0,광진구
1.41889E+12,진우식당,자양동,서울특별시 광진구 뚝섬로 476 (자양동) (자양4-2),,02-468-4368,한식,1.41862E+12,김치찌개 백반,5000,00:00.0,광진구
1.41889E+12,진우식당,자양동,서울특별시 광진구 뚝섬로 476 (자양동) (자양4-2),,02-468-4368,한식,1.41862E+12,냉면(물),5000,00:00.0,광진구
1.41889E+12,가마두에,자양동,서울특별시 광진구 아차산로30길 18 (자양동) (자양4-1),,02-461-6163,한식,1.41862E+12,갈비탕,12000,00:00.0,광진구
1.41889E+12,가마두에,자양동,서울특별시 광진구 아차산로30길 18 (자양동) (자양4-1),,02-461-6163,한식,1.41862E+12,된장찌개 백반,7000,00:00.0,광진구
1.41889E+12,가마두에,자양동,서울특별시 광진구 아차산로30길 18 (자양동) (자양4-1),,02-461-6163,한식,1.41862E+12,삼겹살,14440,00:00.0,광진구
1.41889E+12,가마두에,자양동,서울특별시 광진구 아차산로30길 18 (자양동) (자양4-1),,02-461-6163,한식,1.41862E+12,김치찌개 백반,7000,00:00.0,광진구
1.41889E+12,가마두에,자양동,서울특별시 광진구 아차산로30길 18 (자양동) (자양4-1),,02-461-6163,한식,1.41862E+12,냉면(물),7000,00:00.0,광진구
1.41889E+12,가마두에,자양동,서울특별시 광진구 아차산로30길 18 (자양동) (자양4-1),,02-461-6163,한식,1.41862E+12,비빔밥,7000,00:00.0,광진구
1.41889E+12,가마두에,자양동,서울특별시 광진구 아차산로30길 18 (자양동) (자양4-1),,02-461-6163,한식,1.41862E+12,돼지갈비(외식),17330,00:00.0,광진구
1.59919E+12,오지네,화양동,서울특별시 광진구 동일로24길 85-1 (화양동),,050-1332-2779,한식,1.41862E+12,불고기,13000,00:00.0,광진구
1.41889E+12,아차김밥,구의동,서울특별시 광진구 천호대로129길 68,,,한식,1.41862E+12,조리라면,3500,00:00.0,광진구
1.41889E+12,아차김밥,구의동,서울특별시 광진구 천호대로129길 68,,,한식,1.41862E+12,냉면(물),5000,00:00.0,광진구
1.41889E+12,아차김밥,구의동,서울특별시 광진구 천호대로129길 68,,,한식,1.41862E+12,칼국수,5000,00:00.0,광진구
1.41889E+12,아차김밥,구의동,서울특별시 광진구 천호대로129길 68,,,한식,1.41862E+12,김밥,2800,00:00.0,광진구
1.5046E+12,엉터리생고기,중곡동,서울특별시 광진구 면목로 191 (중곡동),,02-466-9279,한식,1.41862E+12,삼겹살,10000,00:00.0,광진구
1.5046E+12,엉터리생고기,중곡동,서울특별시 광진구 면목로 191 (중곡동),,02-466-9279,한식,1.41862E+12,냉면(물),5000,00:00.0,광진구
1.41889E+12,배연식당,자양동,서울특별시 광진구 자양번영로6길 5 (자양동),,02-453-9080,한식,1.41862E+12,갈비탕,7000,00:00.0,광진구
1.41889E+12,배연식당,자양동,서울특별시 광진구 자양번영로6길 5 (자양동),,02-453-9080,한식,1.41862E+12,삼겹살,13000,00:00.0,광진구
1.41889E+12,배연식당,자양동,서울특별시 광진구 자양번영로6길 5 (자양동),,02-453-9080,한식,1.41862E+12,냉면(물),6000,00:00.0,광진구
1.41889E+12,배연식당,자양동,서울특별시 광진구 자양번영로6길 5 (자양동),,02-453-9080,한식,1.41862E+12,비빔밥,6000,00:00.0,광진구
1.55226E+12,김밥천국광나루점,광장동,서울특별시 광진구 아차산로 624 (광장동),,02-453-5902,한식,1.41862E+12,조리라면,4000,00:00.0,광진구
1.55226E+12,김밥천국광나루점,광장동,서울특별시 광진구 아차산로 624 (광장동),,02-453-5902,한식,1.41862E+12,김밥,3000,00:00.0,광진구
1.55226E+12,김밥천국광나루점,광장동,서울특별시 광진구 아차산로 624 (광장동),,02-453-5902,경양식,1.41862E+12,돈가스,8000,00:00.0,광진구
1.41889E+12,전주식당,자양동,서울특별시 광진구 자양로6길 17 (자양동),,02-446-3572,한식,1.41862E+12,된장찌개 백반,6000,00:00.0,광진구
1.41889E+12,전주식당,자양동,서울특별시 광진구 자양로6길 17 (자양동),,02-446-3572,한식,1.41862E+12,삼겹살,13000,00:00.0,광진구
1.41889E+12,전주식당,자양동,서울특별시 광진구 자양로6길 17 (자양동),,02-446-3572,한식,1.41862E+12,김치찌개 백반,6000,00:00.0,광진구
1.41889E+12,아차산면옥,구의동,서울특별시 광진구 자양로 265 (구의동),,02-447-3254,한식,1.41862E+12,갈비탕,10000,00:00.0,광진구
1.41889E+12,국이랑찌개랑,구의동,서울특별시 광진구 자양로26길 21 (구의동),,02-2201-6259,한식,1.41862E+12,삼겹살,12000,00:00.0,광진구
1.41889E+12,국이랑찌개랑,구의동,서울특별시 광진구 자양로26길 21 (구의동),,02-2201-6259,한식,1.41862E+12,김치찌개 백반,6000,00:00.0,광진구
1.46725E+12,강원도보리밥,중곡동,서울특별시 광진구 면목로 94 (중곡동),,02-466-1021,한식,1.41862E+12,된장찌개 백반,5000,00:00.0,광진구
1.41889E+12,능동숯불갈비,중곡동,서울특별시 광진구 동일로62길 55,,02-499-1315,한식,1.41862E+12,갈비탕,8000,00:00.0,광진구
1.41889E+12,능동숯불갈비,중곡동,서울특별시 광진구 동일로62길 55,,02-499-1315,한식,1.41862E+12,된장찌개 백반,7000,00:00.0,광진구
1.41889E+12,능동숯불갈비,중곡동,서울특별시 광진구 동일로62길 55,,02-499-1315,한식,1.41862E+12,삼겹살,14000,00:00.0,광진구
1.41889E+12,능동숯불갈비,중곡동,서울특별시 광진구 동일로62길 55,,02-499-1315,한식,1.41862E+12,김치찌개 백반,7000,00:00.0,광진구
1.41889E+12,능동숯불갈비,중곡동,서울특별시 광진구 동일로62길 55,,02-499-1315,한식,1.41862E+12,냉면(물),7000,00:00.0,광진구
1.41889E+12,능동숯불갈비,중곡동,서울특별시 광진구 동일로62길 55,,02-499-1315,한식,1.41862E+12,불고기,7000,00:00.0,광진구
1.41889E+12,능동숯불갈비,중곡동,서울특별시 광진구 동일로62길 55,,02-499-1315,한식,1.41862E+12,돼지갈비(외식),14000,00:00.0,광진구
1.55226E+12,이모네식당,중곡동,서울특별시 광진구 긴고랑로 96 (중곡동),,,한식,1.41862E+12,된장찌개 백반,6000,00:00.0,광진구
1.55226E+12,이모네식당,중곡동,서울특별시 광진구 긴고랑로 96 (중곡동),,,한식,1.41862E+12,김치찌개 백반,6000,00:00.0,광진구
1.46725E+12,화통집,화양동,서울특별시 광진구 동일로24길 103 (화양동),,02-6053-9200,한식,1.41862E+12,불고기,9330,00:00.0,광진구
1.46725E+12,화통집,화양동,서울특별시 광진구 동일로24길 103 (화양동),,02-6053-9200,한식,1.41862E+12,돼지갈비(외식),7900,00:00.0,광진구
1.58849E+12,용마골생고기마을,중곡동,서울특별시 광진구 용마산로27길 4 (중곡동),,02-462-6931,한식,1.41862E+12,삼겹살,29000,00:00.0,광진구
1.58849E+12,용마골생고기마을,중곡동,서울특별시 광진구 용마산로27길 4 (중곡동),,02-462-6931,한식,1.41862E+12,냉면(물),5000,00:00.0,광진구
1.58849E+12,용마골생고기마을,중곡동,서울특별시 광진구 용마산로27길 4 (중곡동),,02-462-6931,한식,1.41862E+12,쇠고기(외식),79000,00:00.0,광진구
1.58849E+12,용마골생고기마을,중곡동,서울특별시 광진구 용마산로27길 4 (중곡동),,02-462-6931,한식,1.41862E+12,돼지갈비(외식),35000,00:00.0,광진구
1.62322E+12,TALK,구의동,서울특별시 광진구 아차산로65길 9 (구의동),,02-456-6745,한식,1.41862E+12,조리라면,3000,00:00.0,광진구
1.62322E+12,TALK,구의동,서울특별시 광진구 아차산로65길 9 (구의동),,02-456-6745,한식,1.41862E+12,김밥,2000,00:00.0,광진구
1.44791E+12,행복한우,구의동,서울특별시 광진구 구의강변로 30 (구의동 목림빌딩),,02-446-6987,한식,1.41862E+12,삼겹살,15000,00:00.0,광진구
1.44791E+12,행복한우,구의동,서울특별시 광진구 구의강변로 30 (구의동 목림빌딩),,02-446-6987,한식,1.41862E+12,불고기,18000,00:00.0,광진구
1.44791E+12,행복한우,구의동,서울특별시 광진구 구의강변로 30 (구의동 목림빌딩),,02-446-6987,한식,1.41862E+12,쇠고기(외식),39000,00:00.0,광진구
1.41889E+12,우리쌀우리김밥,자양동,서울특별시 광진구 아차산로36길 35,,02-488-8855,한식,1.41862E+12,조리라면,3500,00:00.0,광진구
1.41889E+12,우리쌀우리김밥,자양동,서울특별시 광진구 아차산로36길 35,,02-488-8855,한식,1.41862E+12,비빔밥,6000,00:00.0,광진구
1.41889E+12,우리쌀우리김밥,자양동,서울특별시 광진구 아차산로36길 35,,02-488-8855,한식,1.41862E+12,김밥,3000,00:00.0,광진구
1.52644E+12,바른생갈비,화양동,서울특별시 광진구 아차산로33길 19 (화양동),,02-464-7003,한식,1.41862E+12,돼지갈비(외식),9600,00:00.0,광진구
1.41889E+12,기덕식당,자양동,서울특별시 광진구 뚝섬로58길 26 (자양동),,02-444-8597,한식,1.41862E+12,된장찌개 백반,6000,00:00.0,광진구
1.41889E+12,기덕식당,자양동,서울특별시 광진구 뚝섬로58길 26 (자양동),,02-444-8597,한식,1.41862E+12,삼겹살,10000,00:00.0,광진구
1.41889E+12,기덕식당,자양동,서울특별시 광진구 뚝섬로58길 26 (자양동),,02-444-8597,한식,1.41862E+12,쇠고기(외식),35000,00:00.0,광진구
1.41889E+12,강쇠네,자양동,서울특별시 광진구 뚝섬로 539 (자양동),,02-454-4242,한식,1.41862E+12,된장찌개 백반,6000,00:00.0,광진구
1.41889E+12,강쇠네,자양동,서울특별시 광진구 뚝섬로 539 (자양동),,02-454-4242,한식,1.41862E+12,삼겹살,14000,00:00.0,광진구
1.41889E+12,강쇠네,자양동,서울특별시 광진구 뚝섬로 539 (자양동),,02-454-4242,한식,1.41862E+12,김치찌개 백반,6000,00:00.0,광진구
1.56067E+12,와!우,자양동,서울특별시 광진구 뚝섬로54길 10-5 (자양동),,02-452-5281,한식,1.41862E+12,쇠고기(외식),21000,00:00.0,광진구
1.53086E+12,돼지숯불갈비,자양동,서울특별시 광진구 동일로4길 15 (자양동),,02-462-6775,한식,1.41862E+12,갈비탕,7000,00:00.0,광진구
1.53086E+12,돼지숯불갈비,자양동,서울특별시 광진구 동일로4길 15 (자양동),,02-462-6775,한식,1.41862E+12,불고기,11000,00:00.0,광진구
1.53086E+12,돼지숯불갈비,자양동,서울특별시 광진구 동일로4길 15 (자양동),,02-462-6775,한식,1.41862E+12,돼지갈비(외식),9600,00:00.0,광진구
1.41889E+12,김밥나라,광장동,서울특별시 광진구 광장로 71 (광장동),,02-452-1811,한식,1.41862E+12,된장찌개 백반,6000,00:00.0,광진구
1.41889E+12,김밥나라,광장동,서울특별시 광진구 광장로 71 (광장동),,02-452-1811,한식,1.41862E+12,조리라면,3500,00:00.0,광진구
1.41889E+12,김밥나라,광장동,서울특별시 광진구 광장로 71 (광장동),,02-452-1811,한식,1.41862E+12,김치찌개 백반,6000,00:00.0,광진구
1.41889E+12,김밥나라,광장동,서울특별시 광진구 광장로 71 (광장동),,02-452-1811,한식,1.41862E+12,비빔밥,6500,00:00.0,광진구
1.41889E+12,김밥나라,광장동,서울특별시 광진구 광장로 71 (광장동),,02-452-1811,한식,1.41862E+12,김밥,2500,00:00.0,광진구
1.41889E+12,김밥나라,광장동,서울특별시 광진구 광장로 71 (광장동),,02-452-1811,경양식,1.41862E+12,돈가스,6000,00:00.0,광진구
1.41889E+12,흥부농장,자양동,서울특별시 광진구 뚝섬로59길 81-2 (자양동),,02-3437- 3611,한식,1.41862E+12,삼겹살,7000,00:00.0,광진구
1.41889E+12,흥부농장,자양동,서울특별시 광진구 뚝섬로59길 81-2 (자양동),,02-3437- 3611,한식,1.41862E+12,김치찌개 백반,6000,00:00.0,광진구
1.41889E+12,흥부농장,자양동,서울특별시 광진구 뚝섬로59길 81-2 (자양동),,02-3437- 3611,한식,1.41862E+12,냉면(물),4000,00:00.0,광진구
1.41889E+12,윤가네바지락칼국수,군자동,서울특별시 광진구 동일로60길 43 (군자동),,02-467-8990,한식,1.41862E+12,칼국수,7000,00:00.0,광진구
1.52877E+12,대성가마솥,중곡동,서울특별시 광진구 능동로 403 (중곡동),,02-464-2009,한식,1.41862E+12,갈비탕,6000,00:00.0,광진구
1.57586E+12,양평해장국,자양동,서울특별시 광진구 뚝섬로 590 (자양동 아주빌딩),,02-6407-0001,기타,1.41862E+12,기타,9000,00:00.0,광진구
1.62322E+12,이모네,구의동,서울특별시 광진구 광나루로56길 63 (구의동 현대프라임아파트),,02-444-4929,한식,1.41862E+12,된장찌개 백반,7000,00:00.0,광진구
1.62322E+12,이모네,구의동,서울특별시 광진구 광나루로56길 63 (구의동 현대프라임아파트),,02-444-4929,한식,1.41862E+12,삼겹살,13000,00:00.0,광진구
1.62322E+12,이모네,구의동,서울특별시 광진구 광나루로56길 63 (구의동 현대프라임아파트),,02-444-4929,한식,1.41862E+12,김치찌개 백반,7000,00:00.0,광진구
1.45405E+12,장수원,구의동,서울특별시 광진구 광나루로36길 22 (구의동),,02-456-6426,한식,1.41862E+12,삼계탕,13000,00:00.0,광진구
1.62562E+12,청아정,중곡동,서울특별시 광진구 면목로 188 (중곡동),,02-461-3237,한식,1.41862E+12,냉면(물),6000,00:00.0,광진구
1.62562E+12,청아정,중곡동,서울특별시 광진구 면목로 188 (중곡동),,02-461-3237,한식,1.41862E+12,칼국수,5000,00:00.0,광진구
1.62562E+12,청아정,중곡동,서울특별시 광진구 면목로 188 (중곡동),,02-461-3237,한식,1.41862E+12,김밥,2500,00:00.0,광진구
1.57585E+12,한촌설렁탕,군자동,서울특별시 광진구 능동로 255 (군자동),,02-468-4200,한식,1.41862E+12,설렁탕,9000,00:00.0,광진구
1.41889E+12,서박사갈비냉면,중곡동,서울특별시 광진구 용마산로1길 113 (중곡동),,02-458-2230,한식,1.41862E+12,갈비탕,10000,00:00.0,광진구
1.41889E+12,서박사갈비냉면,중곡동,서울특별시 광진구 용마산로1길 113 (중곡동),,02-458-2230,한식,1.41862E+12,된장찌개 백반,6000,00:00.0,광진구
1.41889E+12,서박사갈비냉면,중곡동,서울특별시 광진구 용마산로1길 113 (중곡동),,02-458-2230,한식,1.41862E+12,삼겹살,14000,00:00.0,광진구
1.41889E+12,서박사갈비냉면,중곡동,서울특별시 광진구 용마산로1길 113 (중곡동),,02-458-2230,한식,1.41862E+12,냉면(물),7000,00:00.0,광진구
1.41889E+12,서박사갈비냉면,중곡동,서울특별시 광진구 용마산로1길 113 (중곡동),,02-458-2230,한식,1.41862E+12,쇠고기(외식),30000,00:00.0,광진구
1.41889E+12,서박사갈비냉면,중곡동,서울특별시 광진구 용마산로1길 113 (중곡동),,02-458-2230,한식,1.41862E+12,돼지갈비(외식),14000,00:00.0,광진구
1.59919E+12,다미만두분식,구의동,서울특별시 광진구 아차산로 399 (구의동),,02-444-0122,한식,1.41862E+12,된장찌개 백반,6000,00:00.0,광진구
1.59919E+12,다미만두분식,구의동,서울특별시 광진구 아차산로 399 (구의동),,02-444-0122,한식,1.41862E+12,조리라면,3500,00:00.0,광진구
1.59919E+12,다미만두분식,구의동,서울특별시 광진구 아차산로 399 (구의동),,02-444-0122,한식,1.41862E+12,김치찌개 백반,6000,00:00.0,광진구
1.59919E+12,다미만두분식,구의동,서울특별시 광진구 아차산로 399 (구의동),,02-444-0122,한식,1.41862E+12,냉면(물),6000,00:00.0,광진구
1.59919E+12,다미만두분식,구의동,서울특별시 광진구 아차산로 399 (구의동),,02-444-0122,한식,1.41862E+12,비빔밥,4000,00:00.0,광진구
1.59919E+12,다미만두분식,구의동,서울특별시 광진구 아차산로 399 (구의동),,02-444-0122,경양식,1.41862E+12,돈가스,6000,00:00.0,광진구
1.41889E+12,홍천화로참숯불갈비,능동,서울특별시 광진구 천호대로110길 27 (능동),,02-454-9285,한식,1.41862E+12,갈비탕,8000,00:00.0,광진구
1.41889E+12,홍천화로참숯불갈비,능동,서울특별시 광진구 천호대로110길 27 (능동),,02-454-9285,한식,1.41862E+12,된장찌개 백반,5000,00:00.0,광진구
1.41889E+12,홍천화로참숯불갈비,능동,서울특별시 광진구 천호대로110길 27 (능동),,02-454-9285,한식,1.41862E+12,삼겹살,14000,00:00.0,광진구
1.41889E+12,홍천화로참숯불갈비,능동,서울특별시 광진구 천호대로110길 27 (능동),,02-454-9285,한식,1.41862E+12,냉면(물),5000,00:00.0,광진구
1.41889E+12,홍천화로참숯불갈비,능동,서울특별시 광진구 천호대로110길 27 (능동),,02-454-9285,한식,1.41862E+12,쇠고기(외식),36000,00:00.0,광진구
1.59919E+12,대원칼국수,구의동,서울특별시 광진구 자양로18길 56 (구의동 거송빌딩),,02-454-3112,한식,1.41862E+12,칼국수,7000,00:00.0,광진구
1.41889E+12,건국갈비,화양동,서울특별시 광진구 광나루로22가길 18 (화양동),,02-2201-0018,한식,1.41862E+12,삼겹살,17200,00:00.0,광진구
1.41889E+12,건국갈비,화양동,서울특별시 광진구 광나루로22가길 18 (화양동),,02-2201-0018,한식,1.41862E+12,돼지갈비(외식),14000,00:00.0,광진구
1.41889E+12,성수갈비,자양동,서울특별시 광진구 동일로20길 8 (자양동) (자양4-1),,02-464-4391,한식,1.41862E+12,된장찌개 백반,6000,00:00.0,광진구
1.41889E+12,성수갈비,자양동,서울특별시 광진구 동일로20길 8 (자양동) (자양4-1),,02-464-4391,한식,1.41862E+12,삼겹살,13000,00:00.0,광진구
1.41889E+12,성수갈비,자양동,서울특별시 광진구 동일로20길 8 (자양동) (자양4-1),,02-464-4391,한식,1.41862E+12,불고기,10000,00:00.0,광진구
1.49637E+12,명동칼국수,자양동,서울특별시 광진구 자양번영로 12 (자양동 신자빌딩),,02-453-7778,한식,1.41862E+12,냉면(물),7000,00:00.0,광진구
1.49637E+12,명동칼국수,자양동,서울특별시 광진구 자양번영로 12 (자양동 신자빌딩),,02-453-7778,한식,1.41862E+12,칼국수,7000,00:00.0,광진구
1.45403E+12,장원칼국수,군자동,서울특별시 광진구 군자로 137 (군자동 목화골든빌리지),,02-467-5322,한식,1.41862E+12,칼국수,6000,00:00.0,광진구
1.41889E+12,어테이블,자양동,서울특별시 광진구 능동로4길 51 (자양동),,02-455-6015,한식,1.41862E+12,된장찌개 백반,7000,00:00.0,광진구
1.41889E+12,어테이블,자양동,서울특별시 광진구 능동로4길 51 (자양동),,02-455-6015,한식,1.41862E+12,김치찌개 백반,7000,00:00.0,광진구
1.41889E+12,장수숯불갈비,자양동,서울특별시 광진구 자양번영로 18 (자양동),,02-457-2035,한식,1.41862E+12,된장찌개 백반,6000,00:00.0,광진구
1.41889E+12,장수숯불갈비,자양동,서울특별시 광진구 자양번영로 18 (자양동),,02-457-2035,한식,1.41862E+12,삼겹살,13000,00:00.0,광진구
1.41889E+12,오목대,중곡동,서울특별시 광진구 동일로80길 23,,02-433-6692,한식,1.41862E+12,삼계탕,10000,00:00.0,광진구
1.41889E+12,오목대,중곡동,서울특별시 광진구 동일로80길 23,,02-433-6692,한식,1.41862E+12,삼겹살,12000,00:00.0,광진구
1.52033E+12,우리칼국수,광장동,서울특별시 광진구 광장로 45 (광장동),,02-455-2689,한식,1.41862E+12,칼국수,6000,00:00.0,광진구
1.52645E+12,참숯벽돌집,화양동,서울특별시 광진구 동일로24길 100-4 (화양동),,02-423-1268,한식,1.41862E+12,쇠고기(외식),29330,00:00.0,광진구
1.52094E+12,장흥식당,중곡동,서울특별시 광진구 천호대로105길 8 (중곡동),,02-465-1236,한식,1.41862E+12,삼겹살,9000,00:00.0,광진구
1.41889E+12,김파삼95,중곡동,서울특별시 광진구 능동로 382 (중곡동),,02-6958-7782,한식,1.41862E+12,김치찌개 백반,7000,00:00.0,광진구
1.49964E+12,시원,자양동,서울특별시 광진구 자양번영로12길 5-5 (자양동),,02-2201-3523,한식,1.41862E+12,삼겹살,12000,00:00.0,광진구
1.49964E+12,시원,자양동,서울특별시 광진구 자양번영로12길 5-5 (자양동),,02-2201-3523,한식,1.41862E+12,냉면(물),5000,00:00.0,광진구
1.41889E+12,천국김밥,군자동,서울특별시 광진구 능동로 297 (군자동),,02-465-7988,한식,1.41862E+12,된장찌개 백반,5000,00:00.0,광진구
1.41889E+12,천국김밥,군자동,서울특별시 광진구 능동로 297 (군자동),,02-465-7988,한식,1.41862E+12,조리라면,3000,00:00.0,광진구
1.41889E+12,천국김밥,군자동,서울특별시 광진구 능동로 297 (군자동),,02-465-7988,한식,1.41862E+12,김치찌개 백반,5000,00:00.0,광진구
1.41889E+12,천국김밥,군자동,서울특별시 광진구 능동로 297 (군자동),,02-465-7988,한식,1.41862E+12,냉면(물),5000,00:00.0,광진구
1.41889E+12,천국김밥,군자동,서울특별시 광진구 능동로 297 (군자동),,02-465-7988,한식,1.41862E+12,비빔밥,5000,00:00.0,광진구
1.41889E+12,천국김밥,군자동,서울특별시 광진구 능동로 297 (군자동),,02-465-7988,한식,1.41862E+12,칼국수,5000,00:00.0,광진구
1.41889E+12,천국김밥,군자동,서울특별시 광진구 능동로 297 (군자동),,02-465-7988,한식,1.41862E+12,김밥,1500,00:00.0,광진구
1.41889E+12,천국김밥,군자동,서울특별시 광진구 능동로 297 (군자동),,02-465-7988,경양식,1.41862E+12,돈가스,6000,00:00.0,광진구
1.41889E+12,전주기사식당,중곡동,서울특별시 광진구 긴고랑로 70 (중곡동),,02-457 -6251,한식,1.41862E+12,된장찌개 백반,6000,00:00.0,광진구
1.41889E+12,전주기사식당,중곡동,서울특별시 광진구 긴고랑로 70 (중곡동),,02-457 -6251,한식,1.41862E+12,김치찌개 백반,7000,00:00.0,광진구
1.41889E+12,지호한방삼계탕,자양동,서울특별시 광진구 동일로 88 (자양동) (자양4-1),,02-463-8683,한식,1.41862E+12,삼계탕,15000,00:00.0,광진구
1.41889E+12,건우식당,화양동,서울특별시 광진구 광나루로 428,,02-454-6841,한식,1.41862E+12,갈비탕,6000,00:00.0,광진구
1.41889E+12,건우식당,화양동,서울특별시 광진구 광나루로 428,,02-454-6841,한식,1.41862E+12,된장찌개 백반,6000,00:00.0,광진구
1.41889E+12,건우식당,화양동,서울특별시 광진구 광나루로 428,,02-454-6841,한식,1.41862E+12,삼겹살,12000,00:00.0,광진구
1.41889E+12,건우식당,화양동,서울특별시 광진구 광나루로 428,,02-454-6841,한식,1.41862E+12,김치찌개 백반,6000,00:00.0,광진구
1.41889E+12,건우식당,화양동,서울특별시 광진구 광나루로 428,,02-454-6841,한식,1.41862E+12,냉면(물),6000,00:00.0,광진구
1.41889E+12,건우식당,화양동,서울특별시 광진구 광나루로 428,,02-454-6841,한식,1.41862E+12,비빔밥,6000,00:00.0,광진구
1.41889E+12,건우식당,화양동,서울특별시 광진구 광나루로 428,,02-454-6841,경양식,1.41862E+12,돈가스,7000,00:00.0,광진구
